sample_id,video_id,clip_id,modality,source_file,duration_s,valid_duration_s,feature_shape,feature_dim,num_bins,bin_width_s,valid_bins,padding_rule,extractor,source_sha256
-t217m2on-s$_$2,-t217m2on-s,2,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-t217m2on-s\2.mp4,5.686003,5.686003,50x768,768,50,0.113720,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,6713a983112173204502dc5adbb886bc6c38554b4627698611931420c47663a8
-t217m2on-s$_$2,-t217m2on-s,2,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-t217m2on-s\2.mp4,5.686003,5.630187,50x74,74,50,0.113720,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,6713a983112173204502dc5adbb886bc6c38554b4627698611931420c47663a8
-t217m2on-s$_$2,-t217m2on-s,2,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-t217m2on-s\2.mp4,5.686003,5.686003,50x35,35,50,0.113720,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,6713a983112173204502dc5adbb886bc6c38554b4627698611931420c47663a8
-t217m2on-s$_$7,-t217m2on-s,7,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-t217m2on-s\7.mp4,17.183008,17.183008,50x768,768,50,0.343660,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,41c76b8a733ecb780d56348f55d00f0ba0c07f44f46e93044e62d876710180b7
-t217m2on-s$_$7,-t217m2on-s,7,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-t217m2on-s\7.mp4,17.183008,17.026375,50x74,74,50,0.343660,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,41c76b8a733ecb780d56348f55d00f0ba0c07f44f46e93044e62d876710180b7
-t217m2on-s$_$7,-t217m2on-s,7,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-t217m2on-s\7.mp4,17.183008,17.183008,50x35,35,50,0.343660,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,41c76b8a733ecb780d56348f55d00f0ba0c07f44f46e93044e62d876710180b7
-tANM6ETl_M$_$3,-tANM6ETl_M,3,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tANM6ETl_M\3.mp4,6.758008,6.758008,50x768,768,50,0.135160,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,6d3af064c060dad3816a9e1dfa00101faebd8b7da7d8ceea85b0bc0fca70abd6
-tANM6ETl_M$_$3,-tANM6ETl_M,3,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tANM6ETl_M\3.mp4,6.758008,6.603625,50x74,74,50,0.135160,49,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,6d3af064c060dad3816a9e1dfa00101faebd8b7da7d8ceea85b0bc0fca70abd6
-tANM6ETl_M$_$3,-tANM6ETl_M,3,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tANM6ETl_M\3.mp4,6.758008,6.758008,50x35,35,50,0.135160,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,6d3af064c060dad3816a9e1dfa00101faebd8b7da7d8ceea85b0bc0fca70abd6
-tPCytz4rww$_$11,-tPCytz4rww,11,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\11.mp4,5.466992,5.466992,50x768,768,50,0.109340,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,6dc09d02467baaef67594ff32cffb01f8ed1565cda4c5abd161b8261a51e2e5d
-tPCytz4rww$_$11,-tPCytz4rww,11,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\11.mp4,5.466992,5.378563,50x74,74,50,0.109340,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,6dc09d02467baaef67594ff32cffb01f8ed1565cda4c5abd161b8261a51e2e5d
-tPCytz4rww$_$11,-tPCytz4rww,11,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\11.mp4,5.466992,5.466992,50x35,35,50,0.109340,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,6dc09d02467baaef67594ff32cffb01f8ed1565cda4c5abd161b8261a51e2e5d
-tPCytz4rww$_$10,-tPCytz4rww,10,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\10.mp4,4.788997,4.788997,50x768,768,50,0.095780,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,758183192cbd5f0f20823d26ece3ddee40dec0aadec35247b2495510a53f52f8
-tPCytz4rww$_$10,-tPCytz4rww,10,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\10.mp4,4.788997,4.678813,50x74,74,50,0.095780,49,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,758183192cbd5f0f20823d26ece3ddee40dec0aadec35247b2495510a53f52f8
-tPCytz4rww$_$10,-tPCytz4rww,10,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\10.mp4,4.788997,4.788997,50x35,35,50,0.095780,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,758183192cbd5f0f20823d26ece3ddee40dec0aadec35247b2495510a53f52f8
-tPCytz4rww$_$12,-tPCytz4rww,12,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\12.mp4,11.863997,11.863997,50x768,768,50,0.237280,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,e3c7f9cd67ad2d20fef997696dc278361f97f027db58762e22104e5720d509d5
-tPCytz4rww$_$12,-tPCytz4rww,12,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\12.mp4,11.863997,11.736187,50x74,74,50,0.237280,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,e3c7f9cd67ad2d20fef997696dc278361f97f027db58762e22104e5720d509d5
-tPCytz4rww$_$12,-tPCytz4rww,12,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\12.mp4,11.863997,11.863997,50x35,35,50,0.237280,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,e3c7f9cd67ad2d20fef997696dc278361f97f027db58762e22104e5720d509d5
-tPCytz4rww$_$16,-tPCytz4rww,16,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\16.mp4,7.205990,7.205990,50x768,768,50,0.144120,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,8b3f82f9628792eebaf8c227becc2ebeba59bb8abb668bcca86e07fb1a992a93
-tPCytz4rww$_$16,-tPCytz4rww,16,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\16.mp4,7.205990,7.139188,50x74,74,50,0.144120,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,8b3f82f9628792eebaf8c227becc2ebeba59bb8abb668bcca86e07fb1a992a93
-tPCytz4rww$_$16,-tPCytz4rww,16,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\16.mp4,7.205990,7.205990,50x35,35,50,0.144120,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,8b3f82f9628792eebaf8c227becc2ebeba59bb8abb668bcca86e07fb1a992a93
-tPCytz4rww$_$18,-tPCytz4rww,18,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\18.mp4,6.644987,6.644987,50x768,768,50,0.132900,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,eece70451e9c37a4b5f375bf646f66e09113fe3467f35bf1720cc14d986c1776
-tPCytz4rww$_$18,-tPCytz4rww,18,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\18.mp4,6.644987,6.568812,50x74,74,50,0.132900,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,eece70451e9c37a4b5f375bf646f66e09113fe3467f35bf1720cc14d986c1776
-tPCytz4rww$_$18,-tPCytz4rww,18,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\18.mp4,6.644987,6.644987,50x35,35,50,0.132900,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,eece70451e9c37a4b5f375bf646f66e09113fe3467f35bf1720cc14d986c1776
-vxjVxOeScU$_$4,-vxjVxOeScU,4,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-vxjVxOeScU\4.mp4,9.127018,9.127018,50x768,768,50,0.182540,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,00282df9a314394f19d616d561bd1916d1d30dca4c814dfb43630ca164f4c719
-vxjVxOeScU$_$4,-vxjVxOeScU,4,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-vxjVxOeScU\4.mp4,9.127018,9.037062,50x74,74,50,0.182540,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,00282df9a314394f19d616d561bd1916d1d30dca4c814dfb43630ca164f4c719
-vxjVxOeScU$_$4,-vxjVxOeScU,4,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-vxjVxOeScU\4.mp4,9.127018,9.127018,50x35,35,50,0.182540,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,00282df9a314394f19d616d561bd1916d1d30dca4c814dfb43630ca164f4c719
-wMB_hJL-3o$_$7,-wMB_hJL-3o,7,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wMB_hJL-3o\7.mp4,6.044010,6.044010,50x768,768,50,0.120880,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,04a73d73fd150b07edab8e652fd14c9cb4a0f6e017ea97b17e8146e377b9fae7
-wMB_hJL-3o$_$7,-wMB_hJL-3o,7,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wMB_hJL-3o\7.mp4,6.044010,5.975562,50x74,74,50,0.120880,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,04a73d73fd150b07edab8e652fd14c9cb4a0f6e017ea97b17e8146e377b9fae7
-wMB_hJL-3o$_$7,-wMB_hJL-3o,7,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wMB_hJL-3o\7.mp4,6.044010,6.044010,50x35,35,50,0.120880,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,04a73d73fd150b07edab8e652fd14c9cb4a0f6e017ea97b17e8146e377b9fae7
-wny0OAz3g8$_$1,-wny0OAz3g8,1,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\1.mp4,6.844010,6.844010,50x768,768,50,0.136880,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,c5535859f129ce04da5f5b5104d02d4168057b9d947a5349d423278ad4f3d8e8
-wny0OAz3g8$_$1,-wny0OAz3g8,1,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\1.mp4,6.844010,6.776562,50x74,74,50,0.136880,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,c5535859f129ce04da5f5b5104d02d4168057b9d947a5349d423278ad4f3d8e8
-wny0OAz3g8$_$1,-wny0OAz3g8,1,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\1.mp4,6.844010,6.844010,50x35,35,50,0.136880,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,c5535859f129ce04da5f5b5104d02d4168057b9d947a5349d423278ad4f3d8e8
-wny0OAz3g8$_$0,-wny0OAz3g8,0,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\0.mp4,3.333333,3.333333,50x768,768,50,0.066667,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,1cc21b4432e2f4b592284ee40558a18acc7d208019117aebdb2f6a1b67ea198d
-wny0OAz3g8$_$0,-wny0OAz3g8,0,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\0.mp4,3.333333,3.274000,50x74,74,50,0.066667,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,1cc21b4432e2f4b592284ee40558a18acc7d208019117aebdb2f6a1b67ea198d
-wny0OAz3g8$_$0,-wny0OAz3g8,0,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\0.mp4,3.333333,3.333333,50x35,35,50,0.066667,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,1cc21b4432e2f4b592284ee40558a18acc7d208019117aebdb2f6a1b67ea198d
-wny0OAz3g8$_$3,-wny0OAz3g8,3,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\3.mp4,6.146029,6.146029,50x768,768,50,0.122921,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,ea917c506bc9fa39460f2b722f7c416f646312bb17cd74baa618905b54837bce
-wny0OAz3g8$_$3,-wny0OAz3g8,3,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\3.mp4,6.146029,6.099875,50x74,74,50,0.122921,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,ea917c506bc9fa39460f2b722f7c416f646312bb17cd74baa618905b54837bce
-wny0OAz3g8$_$3,-wny0OAz3g8,3,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\3.mp4,6.146029,6.146029,50x35,35,50,0.122921,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,ea917c506bc9fa39460f2b722f7c416f646312bb17cd74baa618905b54837bce
-wny0OAz3g8$_$2,-wny0OAz3g8,2,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\2.mp4,6.686979,6.686979,50x768,768,50,0.133740,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,1825fb37db2e914fb616cd80aebd613afd873eecb7edd4d0b53158bfda0e522a
-wny0OAz3g8$_$2,-wny0OAz3g8,2,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\2.mp4,6.686979,6.522687,50x74,74,50,0.133740,49,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,1825fb37db2e914fb616cd80aebd613afd873eecb7edd4d0b53158bfda0e522a
-wny0OAz3g8$_$2,-wny0OAz3g8,2,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\2.mp4,6.686979,6.686979,50x35,35,50,0.133740,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,1825fb37db2e914fb616cd80aebd613afd873eecb7edd4d0b53158bfda0e522a
-wny0OAz3g8$_$5,-wny0OAz3g8,5,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\5.mp4,6.911979,6.911979,50x768,768,50,0.138240,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,6c6a8a4cba654b25190ab1793bfae81c3d2159ecd6cbc02d3fcbd598543acce0
-wny0OAz3g8$_$5,-wny0OAz3g8,5,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\5.mp4,6.911979,6.741437,50x74,74,50,0.138240,49,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,6c6a8a4cba654b25190ab1793bfae81c3d2159ecd6cbc02d3fcbd598543acce0
-wny0OAz3g8$_$5,-wny0OAz3g8,5,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\5.mp4,6.911979,6.911979,50x35,35,50,0.138240,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,6c6a8a4cba654b25190ab1793bfae81c3d2159ecd6cbc02d3fcbd598543acce0
-wny0OAz3g8$_$7,-wny0OAz3g8,7,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\7.mp4,8.067969,8.067969,50x768,768,50,0.161359,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,cbf9cac1048ce191aef781d0c4563eb97f9f3ddd52eb1f9551fa78d31d70e7cd
-wny0OAz3g8$_$7,-wny0OAz3g8,7,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\7.mp4,8.067969,7.910500,50x74,74,50,0.161359,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,cbf9cac1048ce191aef781d0c4563eb97f9f3ddd52eb1f9551fa78d31d70e7cd
-wny0OAz3g8$_$7,-wny0OAz3g8,7,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\7.mp4,8.067969,8.067969,50x35,35,50,0.161359,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,cbf9cac1048ce191aef781d0c4563eb97f9f3ddd52eb1f9551fa78d31d70e7cd
-wny0OAz3g8$_$9,-wny0OAz3g8,9,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\9.mp4,6.213021,6.213021,50x768,768,50,0.124260,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,b76f70fe783ee76bf1b637137226c98e67d13a6b15ec725894175b36cd76a136
-wny0OAz3g8$_$9,-wny0OAz3g8,9,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\9.mp4,6.213021,6.043500,50x74,74,50,0.124260,49,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,b76f70fe783ee76bf1b637137226c98e67d13a6b15ec725894175b36cd76a136
-wny0OAz3g8$_$9,-wny0OAz3g8,9,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\9.mp4,6.213021,6.213021,50x35,35,50,0.124260,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,b76f70fe783ee76bf1b637137226c98e67d13a6b15ec725894175b36cd76a136
-571d8cVauQ$_$0,-571d8cVauQ,0,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-571d8cVauQ\0.mp4,5.066667,5.066667,50x768,768,50,0.101333,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,defc62e1530d9b0cd27f2acfe042b71dd84d7e8c85f1df261f04912091976088
-571d8cVauQ$_$0,-571d8cVauQ,0,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-571d8cVauQ\0.mp4,5.066667,4.992312,50x74,74,50,0.101333,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,defc62e1530d9b0cd27f2acfe042b71dd84d7e8c85f1df261f04912091976088
-571d8cVauQ$_$0,-571d8cVauQ,0,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-571d8cVauQ\0.mp4,5.066667,5.066667,50x35,35,50,0.101333,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,defc62e1530d9b0cd27f2acfe042b71dd84d7e8c85f1df261f04912091976088
-571d8cVauQ$_$5,-571d8cVauQ,5,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-571d8cVauQ\5.mp4,15.272982,15.272982,50x768,768,50,0.305460,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,e304c03fac1f477823fe0926c4fb421b9c4e4091f85718b729afe856c24a7d3e
-571d8cVauQ$_$5,-571d8cVauQ,5,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-571d8cVauQ\5.mp4,15.272982,15.115250,50x74,74,50,0.305460,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,e304c03fac1f477823fe0926c4fb421b9c4e4091f85718b729afe856c24a7d3e
-571d8cVauQ$_$5,-571d8cVauQ,5,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-571d8cVauQ\5.mp4,15.272982,15.272982,50x35,35,50,0.305460,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,e304c03fac1f477823fe0926c4fb421b9c4e4091f85718b729afe856c24a7d3e
-I_e4mIh0yE$_$1,-I_e4mIh0yE,1,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-I_e4mIh0yE\1.mp4,7.622005,7.622005,50x768,768,50,0.152440,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,8453a966d4bd1f0179eb86a35cd34c0864a3a3bc2fa86f37783060cc0d14f5df
-I_e4mIh0yE$_$1,-I_e4mIh0yE,1,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-I_e4mIh0yE\1.mp4,7.622005,7.444312,50x74,74,50,0.152440,49,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,8453a966d4bd1f0179eb86a35cd34c0864a3a3bc2fa86f37783060cc0d14f5df
-I_e4mIh0yE$_$1,-I_e4mIh0yE,1,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-I_e4mIh0yE\1.mp4,7.622005,7.622005,50x35,35,50,0.152440,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,8453a966d4bd1f0179eb86a35cd34c0864a3a3bc2fa86f37783060cc0d14f5df
-I_e4mIh0yE$_$3,-I_e4mIh0yE,3,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-I_e4mIh0yE\3.mp4,9.163021,9.163021,50x768,768,50,0.183260,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,a015f02ae51d74c42ad27e2a0831263a303f0658ac8d984819e27ad61342b23e
-I_e4mIh0yE$_$3,-I_e4mIh0yE,3,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-I_e4mIh0yE\3.mp4,9.163021,8.994375,50x74,74,50,0.183260,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,a015f02ae51d74c42ad27e2a0831263a303f0658ac8d984819e27ad61342b23e
-I_e4mIh0yE$_$3,-I_e4mIh0yE,3,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-I_e4mIh0yE\3.mp4,9.163021,9.163021,50x35,35,50,0.183260,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,a015f02ae51d74c42ad27e2a0831263a303f0658ac8d984819e27ad61342b23e
-UacrmKiTn4$_$10,-UacrmKiTn4,10,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UacrmKiTn4\10.mp4,7.361979,7.361979,50x768,768,50,0.147240,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,00312e0602dbeac970de5d7dd0e8a970e514fe45d7fe6625b4f454b299e36360
-UacrmKiTn4$_$10,-UacrmKiTn4,10,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UacrmKiTn4\10.mp4,7.361979,7.242063,50x74,74,50,0.147240,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,00312e0602dbeac970de5d7dd0e8a970e514fe45d7fe6625b4f454b299e36360
-UacrmKiTn4$_$10,-UacrmKiTn4,10,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UacrmKiTn4\10.mp4,7.361979,7.361979,50x35,35,50,0.147240,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,00312e0602dbeac970de5d7dd0e8a970e514fe45d7fe6625b4f454b299e36360
-UacrmKiTn4$_$4,-UacrmKiTn4,4,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UacrmKiTn4\4.mp4,4.741016,4.741016,50x768,768,50,0.094820,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,a7f2ab0d6ee2e2a2d5cd4239f03e6cac67c618ddb744891323df3ff87e29af84
-UacrmKiTn4$_$4,-UacrmKiTn4,4,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UacrmKiTn4\4.mp4,4.741016,4.681938,50x74,74,50,0.094820,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,a7f2ab0d6ee2e2a2d5cd4239f03e6cac67c618ddb744891323df3ff87e29af84
-UacrmKiTn4$_$4,-UacrmKiTn4,4,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UacrmKiTn4\4.mp4,4.741016,4.741016,50x35,35,50,0.094820,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,a7f2ab0d6ee2e2a2d5cd4239f03e6cac67c618ddb744891323df3ff87e29af84
-hnBHBN8p5A$_$7,-hnBHBN8p5A,7,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-hnBHBN8p5A\7.mp4,7.372000,7.372000,50x768,768,50,0.147440,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,0ec6fb76226315d3fafbb483e3500e60cc8a6729617b10e4b4b76163595080fb
-hnBHBN8p5A$_$7,-hnBHBN8p5A,7,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-hnBHBN8p5A\7.mp4,7.372000,7.308562,50x74,74,50,0.147440,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,0ec6fb76226315d3fafbb483e3500e60cc8a6729617b10e4b4b76163595080fb
-hnBHBN8p5A$_$7,-hnBHBN8p5A,7,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-hnBHBN8p5A\7.mp4,7.372000,7.372000,50x35,35,50,0.147440,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,0ec6fb76226315d3fafbb483e3500e60cc8a6729617b10e4b4b76163595080fb
